jugador,inmigrante,gol,resultado
Leandro Gomes,1.0,0.0,GANO
Jan Kristiansen,0.0,0.0,GANO
Luis Figo,1.0,0.0,PERDIO
Richard Dostlek,0.0,0.0,GANO
Nikos Liberopoulos,0.0,0.0,GANO
Stojkov Aco,0.0,0.0,PERDIO
Maciej Zurawski,0.0,0.0,PERDIO
Rodic Aleksandar,1.0,0.0,EMPATO
Georgios Panagi,0.0,0.0,PERDIO
Giovani Rosso,1.0,0.0,GANO
Afek Omri,1.0,0.0,GANO
Philip Mulryne,1.0,0.0,EMPATO
Iordanov,0.0,0.0,PERDIO
Milosevic,1.0,0.0,GANO
Maor Bar Buzaglo,1.0,0.0,GANO
Micevski,0.0,0.0,EMPATO
Joo Moutinho,0.0,0.0,PERDIO
Hakan Skr,0.0,1.0,EMPATO
Patrick Mller,1.0,0.0,PERDIO
Nladen Petric,1.0,0.0,EMPATO
Dejan Stankovic,1.0,1.0,GANO
Alan Shearer,0.0,0.0,EMPATO
Yioannou,0.0,0.0,GANO
Christian Vieri,0.0,0.0,EMPATO
Sanli Tuncay,1.0,1.0,GANO
Kobiashvili,0.0,1.0,EMPATO
Ruud Van Nistelrooij,0.0,0.0,PERDIO
Michalis Konstantinou,0.0,1.0,GANO
Branimir Subaic,1.0,0.0,EMPATO
Parlour,0.0,0.0,PERDIO
Velizar Dimitrov,0.0,1.0,GANO
Orlovsky,1.0,0.0,PERDIO
Heinz Marek,1.0,0.0,GANO
Simon Brenne,0.0,1.0,EMPATO
Sven Di Domenico,1.0,0.0,PERDIO
Tal,0.0,0.0,GANO
Joaquin Sanchez,0.0,0.0,GANO
Jan Polak,1.0,0.0,PERDIO
Mfehr,0.0,0.0,EMPATO
Diniyar Bilyaletdinov,1.0,0.0,PERDIO
Jestrovic Nenad,1.0,1.0,GANO
Adrian Aliaj,0.0,0.0,GANO
Anders Rambekk,0.0,0.0,GANO
Fischer Benjamin,1.0,1.0,PERDIO
Costas Kaiafas,0.0,0.0,PERDIO
Oleh Shelayev,0.0,1.0,EMPATO
Michael Ashvetia,0.0,1.0,GANO
Jozef Koclej,0.0,0.0,GANO
Dhorasoo,0.0,0.0,GANO
Muka,0.0,0.0,GANO
S Pinto,0.0,0.0,EMPATO
Ognjen Vukojevic,0.0,0.0,PERDIO
Durrer Phillippe,1.0,0.0,PERDIO
Alexandrov,0.0,0.0,GANO
Alan Quinn,0.0,0.0,GANO
Joo Pinto,0.0,0.0,PERDIO
Karagounis,0.0,0.0,EMPATO
Srgio Conceio,0.0,1.0,GANO
Thorstein Helstad,0.0,0.0,EMPATO
Bak,0.0,0.0,PERDIO
Marc Iuliano,0.0,0.0,GANO
Burley,1.0,0.0,EMPATO
Riihilahti Aki,1.0,1.0,PERDIO
Sergiy Popov,1.0,0.0,PERDIO
Johannes Gudjonsson,1.0,0.0,GANO
Schjnberg,1.0,0.0,PERDIO
Kapsis Mihalis,0.0,1.0,GANO
Hlder Postiga,0.0,1.0,GANO
Dowie,1.0,0.0,EMPATO
Arkadiusz Radomski,0.0,0.0,PERDIO
Dmitry Alenichev,0.0,0.0,GANO
Majoros,0.0,0.0,GANO
Marani Manuel,1.0,0.0,PERDIO
Clarence Seedorf,1.0,1.0,GANO
Vincenzo Iaquinta,1.0,0.0,EMPATO
Totti,0.0,0.0,EMPATO
Cristiano Ronaldo,1.0,0.0,PERDIO
Tare Igli,0.0,0.0,EMPATO
Blendi Shkembi,0.0,0.0,GANO
Rolan Gusev,0.0,0.0,PERDIO
Mller,0.0,1.0,GANO
Juan Carlos Valern,1.0,0.0,GANO
Dusan Svento,1.0,0.0,PERDIO
Sinisa Mulina,1.0,0.0,PERDIO
Marica Ciprian,0.0,1.0,EMPATO
Sowunmi,1.0,0.0,PERDIO
Juskowiak,0.0,0.0,EMPATO
Szabolcs Huszti,0.0,1.0,GANO
Paul Bosvelt,0.0,0.0,PERDIO
Petersen John,1.0,0.0,PERDIO
Tom Rosick C,0.0,0.0,GANO
Marek Mintl,0.0,0.0,EMPATO
Luka Pejovic,1.0,0.0,EMPATO
Turkyilmaz,,0.0,PERDIO
Sergen,0.0,0.0,PERDIO
Thomas Hassler,0.0,0.0,EMPATO
Heinz Marek,1.0,0.0,PERDIO
Shaun Maloney,1.0,1.0,GANO
Mukanov Daniyar,1.0,0.0,EMPATO
Movsisyan Andrey,1.0,0.0,PERDIO
Robin Van Persie,1.0,1.0,EMPATO
Pavel Nedved,0.0,0.0,GANO
Benjamin Huggel,1.0,0.0,EMPATO
Sidney Govou,1.0,1.0,EMPATO
Jozef Koclej,0.0,0.0,PERDIO
Kirchler Roland,1.0,0.0,EMPATO
Milos Krasic,0.0,0.0,PERDIO
Moroz,0.0,0.0,EMPATO
Stefan Effenberg,0.0,0.0,GANO
Glieder,0.0,0.0,PERDIO
Jess,1.0,1.0,PERDIO
Jir Stajner,0.0,0.0,GANO
Claus Jensen,0.0,1.0,GANO
Rraklli,0.0,0.0,PERDIO
Ljungberg,0.0,1.0,GANO
Trenevski,0.0,0.0,GANO
Suda,1.0,1.0,PERDIO
Shearer,0.0,1.0,GANO
Milan Petrela,0.0,0.0,PERDIO
Mcloughlin,0.0,0.0,PERDIO
Kiko,0.0,0.0,PERDIO
Paul Scharner,1.0,0.0,EMPATO
Nuno Gomes,0.0,0.0,EMPATO
Guseynov,0.0,0.0,PERDIO
Axel Witsel,0.0,0.0,GANO
Robbie Keane,1.0,0.0,EMPATO
David Edwards,0.0,1.0,GANO
Hodur Ivan,0.0,0.0,EMPATO
Steven Fletcher,1.0,0.0,EMPATO
Frick Mario,1.0,0.0,EMPATO
Franzjosef Vogt,1.0,0.0,PERDIO
Van Der Vaart Rafael,0.0,0.0,GANO
Ujfalusi Tomas,0.0,0.0,GANO
Owen Michael,0.0,0.0,GANO
Janocko Vladimir,0.0,0.0,GANO
Artem Milevskiy,0.0,1.0,GANO
Grigoryan David,0.0,0.0,EMPATO
Hartley Paul,1.0,0.0,GANO
Woods Ivan,1.0,0.0,EMPATO
Bilyaletdinov Dinyar,0.0,0.0,GANO
E Zverotic,0.0,0.0,GANO
Eidur Gudjohnsen,1.0,1.0,PERDIO
Rimkus Vits,0.0,0.0,EMPATO
Sejad Salihovic,0.0,0.0,GANO
Robert Lewandowski,0.0,1.0,GANO
Miccoli Fabrizio,0.0,0.0,GANO
Jan Durica,0.0,0.0,EMPATO
Garcia Luis,0.0,0.0,GANO
Klasnic Ivan,1.0,1.0,GANO
Ibrahimovic Zlatan,1.0,1.0,GANO
Vorobey Andriy,0.0,0.0,GANO
Owen Michael,0.0,1.0,GANO
Jorgensen Martin,1.0,0.0,GANO
Enar Jaager,1.0,0.0,GANO
Rushfeldt Sigurd,1.0,1.0,GANO
Gera Zoltan,1.0,0.0,GANO
Sergei Sosnovsky,0.0,0.0,GANO
Robbie Keane,1.0,1.0,GANO
Belik Oleksiy,1.0,0.0,PERDIO
Van Der Vaart Rafael,0.0,1.0,GANO
Heidar Helguson,0.0,0.0,EMPATO
Seslar Simon,1.0,0.0,EMPATO
Mukanov Daniyar,1.0,0.0,PERDIO
Poskus Robertas,0.0,0.0,GANO
Prohorenkovs Andrejs,0.0,0.0,EMPATO
Karamyan Arman,0.0,0.0,GANO
Coman Gigel,0.0,0.0,GANO
Joao Moutinho,1.0,0.0,PERDIO
Robbie Earnshaw,1.0,0.0,PERDIO
Filekovi,,0.0,EMPATO
Salpingidis Dimitrios,0.0,0.0,GANO
Bursuc Iulian,0.0,0.0,PERDIO
Keane Robbie,1.0,1.0,GANO
Van Der Vaart Rafael,0.0,0.0,EMPATO
Elliott Stuart,1.0,0.0,GANO
Jorgensen Martin,1.0,1.0,GANO
Keane Robbie,1.0,1.0,EMPATO
Ibrahimovic Zlatan,1.0,0.0,PERDIO
Bogdani Erion,0.0,0.0,GANO
Hoefkens Carl,0.0,0.0,PERDIO
Marco Padalino,1.0,0.0,GANO
Rodic Aleksandar,1.0,0.0,PERDIO
Beqiri Ardit,0.0,0.0,PERDIO
Frick Mario,1.0,1.0,GANO
Dimitar Rangelov,0.0,0.0,GANO
Morinas Igoris,0.0,0.0,EMPATO
Gabriel Agbonlahor,0.0,0.0,GANO
Oper Andres,0.0,0.0,EMPATO
Christian Holst,1.0,0.0,PERDIO
Klasnic Ivan,1.0,0.0,EMPATO
Swan Abbas,0.0,0.0,GANO
Marek Hamsik,1.0,0.0,GANO
Ivanov Georgi,0.0,0.0,PERDIO
De Cock Olivier,1.0,0.0,PERDIO
Ujfalusi Tomas,0.0,0.0,PERDIO
Karamyan Arman,0.0,0.0,PERDIO
Njazi Kuqi,0.0,0.0,EMPATO
Haxhi Altin,0.0,0.0,GANO
Giuseppe Rossi,0.0,0.0,GANO
Vitali Rodionov,0.0,0.0,PERDIO
Salihamidzic Hasan,1.0,0.0,GANO
Gilman Lika,0.0,0.0,PERDIO
Huszti Szabolcs,0.0,0.0,EMPATO
Heikkinen Markus,0.0,0.0,PERDIO
Wayne Rooney,1.0,1.0,GANO
Elvin Mammadov,0.0,0.0,EMPATO
Asatiani Malkhaz,0.0,0.0,GANO
Sashcheka Dzianis,1.0,0.0,PERDIO
Tamas Hajnal,0.0,0.0,PERDIO
Speed Gary,1.0,0.0,EMPATO
Cardoni Manuel,0.0,1.0,PERDIO
Krstajic Mladen,1.0,0.0,GANO
Sakiri Artim,1.0,1.0,GANO
Robbie Keane,1.0,0.0,PERDIO
Hajnal Tamas,0.0,0.0,EMPATO
Pirlo,0.0,0.0,EMPATO
Mutu Adrian,0.0,1.0,GANO
Avci Koray,0.0,0.0,GANO
Gokhan Inler,0.0,0.0,PERDIO
Christian Holst,1.0,0.0,GANO
Keane Robbie,1.0,0.0,PERDIO
Zigic Nikola,1.0,0.0,GANO
Angelos Charisteas,0.0,1.0,PERDIO
Baljic Elvir,0.0,0.0,EMPATO
Emre Belozoglu,0.0,1.0,EMPATO
Quashie Nigel,1.0,0.0,EMPATO
Sergei Sosnovsky,0.0,0.0,PERDIO
Joaquin,0.0,1.0,GANO
Kuqi Shefki,1.0,1.0,GANO
Salihamidzic Hasan,1.0,0.0,EMPATO
Edin Dzeko,0.0,0.0,EMPATO
Vasyl Kobin,0.0,0.0,PERDIO
Eidur Gudjohnsen,1.0,0.0,GANO
Bordian Vitalie,1.0,0.0,PERDIO
Sagnol Willy,0.0,0.0,GANO
Hleb Aleksandr,0.0,0.0,EMPATO
Rushfeldt Sigurd,1.0,0.0,EMPATO
Oper Andres,0.0,1.0,GANO
Selva Andy,1.0,0.0,PERDIO
Andra Kirm,1.0,0.0,GANO
Carew John,0.0,0.0,EMPATO
Mc Fadden James,1.0,0.0,PERDIO
Vugar Nadyrov,1.0,0.0,PERDIO
Tom Laterza,1.0,0.0,PERDIO
Szymkowiak Miroslav,0.0,0.0,GANO
Muzikor Yuriy,0.0,0.0,EMPATO
Akin Serhat,0.0,0.0,GANO
Robin Van Persie,0.0,1.0,GANO
Lucas Eberle,1.0,0.0,PERDIO
Keane Robbie,1.0,0.0,EMPATO
Sagnol Willy,0.0,0.0,EMPATO
Boret Vadim,0.0,0.0,GANO
Selva Andy,1.0,1.0,PERDIO
Karagounis Georgios,0.0,0.0,EMPATO
Davies Simon,1.0,0.0,GANO
Erjon Bogdani,0.0,1.0,EMPATO
Levan Kenia,0.0,1.0,PERDIO
Kerzhakov Alexander,0.0,0.0,GANO
Blaszczykowski,0.0,0.0,EMPATO
Oper Andres,0.0,1.0,PERDIO
Steffen Iversen,0.0,1.0,EMPATO
Aleksandrs Cauna,0.0,0.0,EMPATO
Ilia Marios,0.0,0.0,PERDIO
Elliott Stuart,1.0,0.0,PERDIO
David Jarolim,1.0,0.0,PERDIO
Galea Michael,1.0,0.0,PERDIO
Elliott Stuart,1.0,1.0,GANO
Ivanschitz Andreas,0.0,0.0,GANO
Carew John,0.0,1.0,GANO
Vandenborre Anthony,0.0,0.0,GANO
Stefan Maierhofer,1.0,1.0,GANO
Wayne Rooney,1.0,0.0,GANO
Katan Yaniv,0.0,0.0,EMPATO
Baris Deniz,0.0,0.0,PERDIO
Zlatan Ibrahimovic,1.0,1.0,GANO
Totti Francesco,0.0,0.0,GANO
Zlatan Ibrahimovic,1.0,0.0,EMPATO
Seslar Simon,1.0,0.0,GANO
Ilia Marios,0.0,0.0,EMPATO
Sergei Sosnovsky,0.0,0.0,EMPATO
Mikoliunas Saulius,0.0,0.0,PERDIO
Hodur Ivan,0.0,0.0,GANO
Kuqi Shefki,1.0,0.0,PERDIO
Tekke Fatih,0.0,1.0,EMPATO
Pieroni Luigi,0.0,0.0,GANO
Senderos Philippe,0.0,1.0,GANO
Carew John,0.0,0.0,PERDIO
Zabavnik Radoslav,0.0,1.0,GANO
Steinsson Gretar,0.0,0.0,PERDIO
Pujol Marc,1.0,1.0,PERDIO
Kyrgiakos,0.0,0.0,EMPATO
Karagounis Georgios,0.0,0.0,GANO
Levon Pachayan,1.0,0.0,EMPATO
Tiago,1.0,0.0,EMPATO
Asatiani Malkhaz,0.0,0.0,PERDIO
Dacourt Olivier,0.0,0.0,EMPATO
Sadygov,0.0,0.0,PERDIO
Nuhiji Ardijan,0.0,0.0,PERDIO
Yossi Benayoun,0.0,0.0,EMPATO
Piotr Trochowski,0.0,1.0,GANO
Adrian Mutu,0.0,0.0,PERDIO
Jorgensen Martin,1.0,1.0,EMPATO
Moussa Dembele,1.0,0.0,GANO
Katan Yaniv,0.0,0.0,GANO
Nazarenko Serhiy,1.0,0.0,EMPATO
Benayoun,1.0,0.0,GANO
Mammadov Ismayil,0.0,0.0,EMPATO
Konstantin Vassiljev,0.0,0.0,EMPATO
Topuzakov Elin,0.0,0.0,GANO
Ljuboja Danijel,1.0,0.0,GANO
Vyacheslav Sofroni,1.0,0.0,EMPATO
Joseph Ledley,0.0,0.0,PERDIO
Michael Krohndehli,0.0,0.0,GANO
Velikonja,1.0,0.0,GANO
Andreas Ivanschitz,0.0,1.0,GANO
Steven Fletcher,1.0,1.0,GANO
Sebastien Squillaci,1.0,0.0,GANO
Maxat Baizhanov,1.0,0.0,GANO
Steven Fletcher,1.0,0.0,GANO
Adrian Cristea,0.0,0.0,EMPATO
Zlatan Ibrahimovic,1.0,0.0,PERDIO
Thorvaldsson Gunnar,0.0,1.0,GANO
Boban Grncarov,0.0,0.0,EMPATO
Ivan Juric,1.0,0.0,EMPATO
Martin Jorgensen,1.0,0.0,GANO
Jimenez Manel,1.0,0.0,EMPATO
Fernando Meira,1.0,1.0,GANO
Hubschman Tomas,0.0,0.0,GANO
Halil Altintop,0.0,0.0,GANO
Cardoni Manuel,0.0,0.0,PERDIO
Prohorenkovs Andrejs,0.0,0.0,GANO
Dean Shiels,1.0,0.0,EMPATO
Tom Hbschman,0.0,0.0,EMPATO
Bernaus Marc,1.0,1.0,GANO
Jorgensen Martin,1.0,0.0,EMPATO
Jahmir Hyka,0.0,0.0,GANO
Balazs Dzsudzsak,0.0,0.0,EMPATO
Denis Calincov,0.0,0.0,PERDIO
Dadu Serghei,0.0,0.0,EMPATO
Vagif Javadov,1.0,0.0,EMPATO
Tamas Hajnal,0.0,0.0,GANO
Gera Zoltan,1.0,1.0,GANO
Luka Modric,1.0,1.0,GANO
Milos Krasic,0.0,0.0,EMPATO
Allback Marcus,0.0,0.0,GANO
Kranjcar Niko,1.0,0.0,GANO
Bojinov Valeri,0.0,0.0,GANO
Yakin Hakan,0.0,0.0,GANO
Riihilahti Aki,1.0,1.0,GANO
Totti Francesco,0.0,1.0,GANO
Andrew Flotum,1.0,0.0,EMPATO
Martin Jorgensen,1.0,0.0,EMPATO
Alexis Garpozis,0.0,0.0,EMPATO
Asatiani Malkhaz,0.0,1.0,PERDIO
Bursuc Iulian,0.0,0.0,EMPATO
Mujiri David,0.0,0.0,EMPATO
Marios Nicolaou,1.0,0.0,PERDIO
Zahovaiko Vjatseslav,1.0,0.0,GANO
Asatiani Malkhaz,0.0,0.0,EMPATO
Pekovic,0.0,0.0,PERDIO
Hartley Paul,1.0,0.0,EMPATO
Alvaro Arbeloa,1.0,0.0,GANO
Marco Padalino,1.0,1.0,GANO
Jonathan Johansson,0.0,0.0,GANO
Ivan Rakitic,0.0,0.0,PERDIO
Velizar Dimitrov,0.0,0.0,EMPATO
Theofanis Gekas,0.0,1.0,GANO
Ivanschitz Andreas,0.0,1.0,EMPATO
Hrayr Mkoyan,0.0,0.0,GANO
Hrayr Mkoyan,0.0,0.0,PERDIO
Yakin Hakan,0.0,1.0,EMPATO
Arda Turan,0.0,1.0,GANO
Martin Buechel,1.0,0.0,EMPATO
Rooney,0.0,1.0,GANO
Sergiy Kravchenko,1.0,0.0,EMPATO
Claudio Lombardelli,1.0,0.0,EMPATO
Heikkinen,0.0,0.0,PERDIO
Gera Zoltan,1.0,0.0,PERDIO
Stefano Bensi,1.0,0.0,PERDIO
Steven Naismith,1.0,0.0,PERDIO
Ivanschitz Andreas,0.0,0.0,PERDIO
Hleb Aleksandr,0.0,0.0,PERDIO
Ziegler Reto,1.0,0.0,GANO
Tamas Hajnal,0.0,1.0,GANO
Gudjonsson Thordur,0.0,0.0,PERDIO
Aliyev Samir,0.0,0.0,EMPATO
Frick Mario,1.0,1.0,PERDIO
Konstantin Zyryanov,0.0,1.0,GANO
Swierczewski,0.0,0.0,GANO
Garpozis Alexandros,0.0,0.0,GANO
Ugolini,1.0,0.0,PERDIO
Hsigursson,0.0,0.0,PERDIO
Epureanu,0.0,0.0,EMPATO
Igor Dobrovolsky,0.0,0.0,EMPATO
Donadoni,0.0,0.0,PERDIO
Marco Van Basten,1.0,0.0,EMPATO
Aleksandr Pavlov,1.0,0.0,GANO
Tom Soetaers,0.0,0.0,GANO
Vogt,0.0,0.0,PERDIO
Ioan Viorel Ganea,0.0,0.0,PERDIO
Vladimir Smicer,1.0,0.0,PERDIO
Emmanuel Olisadebe,1.0,0.0,EMPATO
Stefan Effenberg,0.0,0.0,PERDIO
Laurentiu Rosu,0.0,0.0,EMPATO
Cosmin Moti,0.0,0.0,GANO
Suker,1.0,1.0,GANO
Tarnat,1.0,0.0,GANO
Luque Albert,0.0,0.0,EMPATO
Boret Vadim,0.0,0.0,PERDIO
Filippo Inzaghi,0.0,0.0,GANO
Rudi Voller,0.0,0.0,GANO
Nikola Drincic,1.0,0.0,PERDIO
Barry Robson,1.0,0.0,PERDIO
Tommaso Rocchi,0.0,0.0,GANO
Shearer,0.0,1.0,PERDIO
Mavrogenidis,0.0,0.0,GANO
Balzs Dzsudzsk,0.0,0.0,GANO
Hartson,1.0,0.0,PERDIO
Pawel Kryszalowicz,0.0,0.0,GANO
Hjalgrm Elttr,0.0,0.0,PERDIO
Vclav Pila,0.0,0.0,GANO
Kuka,1.0,1.0,GANO
Antonio Di Natale,0.0,0.0,GANO
Jurcic,0.0,0.0,PERDIO
Igor Dobrovolsky,0.0,0.0,PERDIO
Andrew Fltum,1.0,0.0,PERDIO
Vladimir Voskoboinikov,0.0,0.0,GANO
Mladen Petric,0.0,0.0,PERDIO
Kkurbanov,0.0,1.0,GANO
Ral,0.0,0.0,GANO
Amir Torjman,0.0,0.0,PERDIO
Paatelainen,0.0,0.0,EMPATO
Dmitri Bulykin,1.0,0.0,EMPATO
Robert Earnshaw,1.0,1.0,GANO
Preiksaitis,0.0,0.0,EMPATO
Marek Saganowski,0.0,0.0,EMPATO
Scott Dobie,1.0,0.0,EMPATO
Georgi Shashiashvili,0.0,1.0,GANO
Benayoun,0.0,1.0,PERDIO
Sbastien Remy,1.0,0.0,GANO
Morinas Igoris,0.0,0.0,PERDIO
Davies Simon,1.0,1.0,GANO
Zdravko Lazarov,1.0,0.0,EMPATO
Ricardo Rocha,1.0,0.0,EMPATO
Sergei Gotsmanov,0.0,0.0,GANO
Philip Cocu,1.0,0.0,EMPATO
Jn Kozk,0.0,0.0,GANO
Gordon Durie,0.0,0.0,PERDIO
Cmunteanu,0.0,1.0,GANO
Beqiri Ardit,0.0,0.0,GANO
Sergey Ostapenko,0.0,1.0,GANO
Ioan Viorel Ganea,0.0,1.0,EMPATO
Ivica Vastic,0.0,0.0,GANO
Shyshchenko Serhiy,0.0,0.0,EMPATO
Berkovic,0.0,0.0,PERDIO
Tikhonov,0.0,0.0,PERDIO
Bernd Scheider,0.0,0.0,GANO
Jess Julin Lucendo,1.0,0.0,PERDIO
Sainovski,1.0,0.0,PERDIO
Gonzalo Castro,1.0,0.0,EMPATO
Muka,0.0,0.0,PERDIO
Abuksis,0.0,1.0,GANO
Jess,1.0,0.0,PERDIO
Omri Afek,1.0,1.0,EMPATO
Taflo,0.0,1.0,GANO
Josep Guardiola,1.0,0.0,PERDIO
Yanovski,0.0,0.0,PERDIO
Starostyak Mikhail,0.0,0.0,GANO
Wayne Rooney,1.0,0.0,PERDIO
Jimmy Floyd Hasselbaink,0.0,1.0,GANO
Ivan Perii,0.0,0.0,GANO
Baljic Elvir,0.0,0.0,PERDIO
Acimovic Milenko,0.0,0.0,PERDIO
Janashia,0.0,0.0,PERDIO
Mile Krstev,0.0,0.0,PERDIO
Sarkisian,1.0,0.0,PERDIO
Chedwyn Evans,1.0,0.0,PERDIO
Maarten Martens,0.0,0.0,PERDIO
Walid Badeer,1.0,0.0,PERDIO
Warren Feeney,1.0,0.0,GANO
Sergio Pupovac,1.0,0.0,PERDIO
Murati,0.0,0.0,EMPATO
Kodro,0.0,0.0,PERDIO
Roberto Mancini,0.0,1.0,EMPATO
Ilkham Yadullayev,0.0,0.0,GANO
Czereszewski,0.0,1.0,GANO
Larsson,0.0,1.0,GANO
Roar Strand,0.0,0.0,EMPATO
Stevica Ristic,1.0,0.0,GANO
Mccann,1.0,0.0,EMPATO
Simon Cox,1.0,0.0,PERDIO
Galust Petrosyan,0.0,0.0,PERDIO
Theofnis Gkas,,0.0,EMPATO
Zinedine Zidane,0.0,0.0,GANO
Skammelsrud,0.0,0.0,GANO
Sophokleous,0.0,0.0,PERDIO
Rbert Feczesin,0.0,1.0,GANO
Sa Pinto,1.0,0.0,GANO
Tiago,0.0,0.0,PERDIO
Gunnar Heidar Thorvaldsson,1.0,0.0,GANO
Heikkinen Markus,0.0,0.0,GANO
Andrew Keogh,1.0,0.0,PERDIO
Jeremies,0.0,0.0,EMPATO
Mattias Jonson,1.0,1.0,EMPATO
Pahars,0.0,1.0,GANO
Thomas Hler,0.0,0.0,PERDIO
Salihamidzic Hasan,1.0,0.0,PERDIO
Rafael Van Der Vaart,0.0,1.0,GANO
Avdic,0.0,0.0,PERDIO
Ramelis,0.0,0.0,PERDIO
Morrison Clinton,1.0,0.0,GANO
Aleksanyan Valeri,1.0,0.0,GANO
Hartley Paul,1.0,1.0,GANO
Maznov Goran,1.0,0.0,PERDIO
Savicevic,0.0,0.0,PERDIO
Sergi Moreno,1.0,0.0,PERDIO
Kosovskyi,1.0,0.0,GANO
Samuel Clingan,1.0,0.0,PERDIO
Kller,0.0,0.0,GANO
Johan Vonlanthen,1.0,0.0,GANO
Martin Harnik,0.0,0.0,PERDIO
Agusti Pol,1.0,0.0,PERDIO
Kostadinov,0.0,0.0,GANO
Tomasson,1.0,1.0,GANO
Dhimtris Salpingdhis,,0.0,GANO
Adrian Mierzejewski,0.0,0.0,EMPATO
Eidur Smri Gudjohnsen,0.0,0.0,GANO
Paul Dickov,0.0,1.0,GANO
Martin Jrgensen,1.0,0.0,PERDIO
Vedad Ibievic,0.0,0.0,GANO
Bosko Jankovic,1.0,0.0,EMPATO
Radek Sirl,1.0,0.0,PERDIO
Skarbalius,0.0,0.0,GANO
Vitali Daraselia,0.0,0.0,PERDIO
Andy Selva,1.0,0.0,PERDIO
Clemens Fritz,0.0,1.0,GANO
Yuran,0.0,0.0,GANO
Vandenborre Anthony,0.0,0.0,PERDIO
Rodic Aleksandar,1.0,0.0,GANO
Hakan Yakin,1.0,0.0,PERDIO
Dorin Goian,0.0,1.0,GANO
Robin Van Persie,1.0,0.0,PERDIO
Stojkovic,0.0,0.0,GANO
Gujnsson,,0.0,GANO
Raphael Rohrer,1.0,0.0,GANO
Mika Kottila,0.0,0.0,PERDIO
Schirko,0.0,0.0,GANO
Trezeguet,1.0,0.0,GANO
Dragan Stojkovic,0.0,0.0,GANO
Vahagn Minasyan,1.0,1.0,PERDIO
Georgatos,0.0,0.0,PERDIO
Fernando Torres,1.0,0.0,PERDIO
Udovic,0.0,0.0,PERDIO
Krisztin Kenesei,0.0,0.0,GANO
Cernat Florin,0.0,1.0,GANO
Sebastian Kehl,0.0,0.0,EMPATO
Marek Kulic,0.0,0.0,PERDIO
Michalis Konstantinou,0.0,0.0,GANO
Jos Andr Bilibio,1.0,0.0,EMPATO
Seric Anthony,1.0,0.0,EMPATO
Klaas Jan Huntelaar,0.0,0.0,GANO
Ryan Mcgivern,1.0,0.0,PERDIO
Tom De Mul,1.0,0.0,PERDIO
Lee Mcculloch,1.0,0.0,PERDIO
Christian Eriksen,0.0,0.0,GANO
Kosovskyi,1.0,0.0,PERDIO
Mark Hateley,0.0,0.0,PERDIO
Ervin Skela,1.0,1.0,PERDIO
Chapuisat,0.0,0.0,GANO
Simon Rolfes,0.0,0.0,PERDIO
Zlatko Dedic,1.0,0.0,GANO
Grygoriy Yarmash,0.0,0.0,PERDIO
Paul Parry,1.0,0.0,GANO
Speed,1.0,0.0,GANO
Vladimir Voskoboinikov,0.0,0.0,PERDIO
Laslandes,0.0,0.0,GANO
Cebotari Boris,0.0,0.0,PERDIO
Kristen Viikme,0.0,0.0,GANO
Jorgensen Claus Bech,1.0,1.0,EMPATO
Cocu Phillip,0.0,1.0,GANO
Ral,0.0,1.0,GANO
Grzegorz Rasiak,0.0,0.0,GANO
Oneill,1.0,0.0,EMPATO
Mutu Adrian,0.0,0.0,PERDIO
Kottila,0.0,0.0,PERDIO
Vlaovic,,0.0,GANO
Ioan Viorel Ganea,0.0,1.0,GANO
Christophe,1.0,0.0,PERDIO
Rraklli,0.0,0.0,EMPATO
Bartosz Karwan,0.0,1.0,GANO
Stefan Buchel,1.0,0.0,PERDIO
John Aldridge,1.0,0.0,PERDIO
Sebastian Kehl,0.0,0.0,GANO
Alan Dzagoev,0.0,0.0,PERDIO
Pirlo,0.0,1.0,GANO
Moussa Dembele,1.0,0.0,PERDIO
Selcuk Inan,0.0,0.0,EMPATO
Andres Iniesta,1.0,1.0,GANO
Toms Oravec,0.0,0.0,EMPATO
Viorel Dinu Moldovan,0.0,1.0,GANO
Ills,0.0,0.0,GANO
Edgaras Jankauskas,0.0,1.0,EMPATO
Tomasz Zdebel,0.0,0.0,PERDIO
Maris Smirnovs,0.0,0.0,PERDIO
Jim Whitley,1.0,0.0,PERDIO
Johnson,1.0,1.0,PERDIO
Rebrov,1.0,1.0,GANO
Gerasimets,1.0,0.0,EMPATO
Georgi Hristov,1.0,1.0,EMPATO
Zdravko Kuzmanovic,0.0,0.0,PERDIO
Mykhalik,0.0,0.0,EMPATO
Sheringham,0.0,0.0,EMPATO
Bogdan Mara,0.0,0.0,EMPATO
Paul Lambert,1.0,0.0,EMPATO
Walter Baseggio,1.0,0.0,PERDIO
Bejbl,0.0,1.0,GANO
Vicente Rodriguez,1.0,0.0,GANO
Kallio Toni,0.0,0.0,EMPATO
Zlatko Zahovic,1.0,0.0,GANO
Paul Mcveigh,0.0,0.0,PERDIO
Mcswegan,0.0,0.0,GANO
Paolo Montagna,1.0,0.0,PERDIO
Antonio Cassano,0.0,1.0,EMPATO
Salihamidzic,0.0,0.0,PERDIO
Suker,1.0,1.0,EMPATO
Djibril Ciss,1.0,0.0,GANO
Karel Geraerts,0.0,1.0,GANO
Kristen Viikmae,0.0,0.0,PERDIO
Dare Vric,1.0,0.0,GANO
Vesayan,,0.0,PERDIO
Gleveckas,0.0,0.0,PERDIO
Igor Picusciac,0.0,0.0,EMPATO
